iso_time,rx_ms,station_id,src_mac,type,fields
2026-02-24T12:26:11.306+01:00,1771932371306,0,28:56:2F:63:C5:18,R,"98,90,400.7,-85.9,8523804"
2026-02-24T12:26:11.558+01:00,1771932371558,0,28:56:2F:63:C6:A8,R,"245,151,839.6,-92.4,8825836"
2026-02-24T12:26:11.893+01:00,1771932371893,0,28:56:2F:63:C6:A8,C,"245,1,3,-0.69,6.14,-7.93,-3.0,3.6,-4.0,8826171,335,4,73"
2026-02-24T12:26:12.134+01:00,1771932372134,0,28:56:2F:63:C5:20,C,"94,3,3,-0.67,2.17,-9.49,-0.5,0.0,-0.2,8247760,707,5,74"
2026-02-24T12:26:13.175+01:00,1771932373175,0,28:56:2F:63:C6:A8,R,"245,96,715.5,-82.9,8827452"
2026-02-24T12:26:13.425+01:00,1771932373425,0,28:56:2F:63:C6:A8,H,"245,15379,4,8827705"
2026-02-24T12:26:13.526+01:00,1771932373526,0,28:56:2F:63:C5:20,R,"94,98,253.8,-80.0,8248616"
2026-02-24T12:26:13.571+01:00,1771932373571,0,28:56:2F:63:C5:18,C,"98,2,3,-1.94,-9.05,-3.24,-0.7,0.4,-0.9,8525802,1998,4,74"
2026-02-24T12:26:13.713+01:00,1771932373713,0,28:56:2F:63:C5:20,H,"94,14590,5,8249338"
2026-02-24T12:26:13.754+01:00,1771932373754,0,28:56:2F:63:C6:A8,R,"245,151,841.7,-93.1,8828031"
2026-02-24T12:26:14.953+01:00,1771932374953,0,28:56:2F:63:C5:20,R,"94,96,455.1,-81.6,8250577"
2026-02-24T12:26:15.204+01:00,1771932375204,0,28:56:2F:63:C5:20,C,"94,3,3,-0.69,2.33,-9.49,0.5,-0.9,0.8,8250826,249,5,74"
2026-02-24T12:26:15.559+01:00,1771932375559,0,28:56:2F:63:C7:30,C,"96,3,2,-4.32,-5.81,-6.68,-6.7,-3.7,2.4,9001137,1337,4,70"
2026-02-24T12:26:15.954+01:00,1771932375954,0,28:56:2F:63:C7:30,R,"96,98,590.2,-81.7,9001534"
2026-02-24T12:26:15.976+01:00,1771932375976,0,28:56:2F:63:C5:20,R,"94,245,420.4,-85.0,8251599"
2026-02-24T12:26:16.247+01:00,1771932376247,0,28:56:2F:63:C5:18,R,"98,245,175.0,-66.3,8528184"
2026-02-24T12:26:16.252+01:00,1771932376252,0,28:56:2F:63:C5:18,R,"98,90,401.1,-88.7,8528741"
2026-02-24T12:26:16.355+01:00,1771932376355,0,28:56:2F:63:C5:18,C,"98,2,3,-1.95,-9.06,-3.24,-0.1,0.3,-0.2,8528848,107,4,74"
2026-02-24T12:26:16.546+01:00,1771932376546,0,28:56:2F:63:C7:30,R,"96,90,393.6,-83.6,9002125"
2026-02-24T12:26:17.402+01:00,1771932377402,0,28:56:2F:63:C5:18,R,"98,94,251.5,-76.6,8529293"
2026-02-24T12:26:17.408+01:00,1771932377408,0,28:56:2F:63:C5:18,R,"98,96,577.6,-83.0,8529896"
2026-02-24T12:26:17.738+01:00,1771932377738,0,28:56:2F:63:C6:A8,C,"245,1,3,-0.92,5.86,-7.98,11.8,-1.7,4.4,8832010,107,5,73"
2026-02-24T12:26:18.513+01:00,1771932378513,0,28:56:2F:63:C5:20,C,"94,3,3,-0.81,2.14,-9.47,-1.3,0.3,2.4,8254062,2463,5,74"
2026-02-24T12:26:18.519+01:00,1771932378519,0,28:56:2F:63:C5:18,R,"98,245,175.0,-67.4,8530490"
2026-02-24T12:26:19.112+01:00,1771932379112,0,28:56:2F:63:C5:18,R,"98,94,251.0,-74.7,8531604"
