iso_time,rx_ms,station_id,src_mac,type,from,to,dist_cm,rssi_dbm,node_ts,extra...
2026-02-24T12:26:15.954+01:00,1771932375954,0,28:56:2F:63:C7:30,R,96,98,590.2,-81.7,9001534
2026-02-24T12:26:16.546+01:00,1771932376546,0,28:56:2F:63:C7:30,R,96,90,393.6,-83.6,9002125
2026-02-24T12:26:19.772+01:00,1771932379772,0,28:56:2F:63:C7:30,R,96,90,393.6,-89.1,9005350
2026-02-24T12:26:20.413+01:00,1771932380413,0,28:56:2F:63:C7:30,R,96,94,448.5,-85.4,9005991
2026-02-24T12:26:20.972+01:00,1771932380972,0,28:56:2F:63:C7:30,R,96,245,727.7,-83.5,9006550
2026-02-24T12:26:22.026+01:00,1771932382026,0,28:56:2F:63:C7:30,R,96,98,593.0,-76.5,9007080
2026-02-24T12:26:24.487+01:00,1771932384487,0,28:56:2F:63:C7:30,R,96,94,448.5,-81.5,9010063
2026-02-24T12:26:26.495+01:00,1771932386495,0,28:56:2F:63:C7:30,R,96,3,940.9,-90.9,9012070
2026-02-24T12:26:27.080+01:00,1771932387080,0,28:56:2F:63:C7:30,R,96,98,593.0,-80.7,9012654
2026-02-24T12:26:28.732+01:00,1771932388732,0,28:56:2F:63:C7:30,R,96,90,407.7,-80.1,9013809
2026-02-24T12:26:29.968+01:00,1771932389968,0,28:56:2F:63:C7:30,R,96,245,710.3,-84.9,9015541
2026-02-24T12:26:32.341+01:00,1771932392341,0,28:56:2F:63:C7:30,R,96,90,407.7,-76.4,9017360
2026-02-24T12:26:33.068+01:00,1771932393068,0,28:56:2F:63:C7:30,R,96,245,710.3,-80.9,9018640
2026-02-24T12:26:33.542+01:00,1771932393542,0,28:56:2F:63:C7:30,R,96,98,590.2,-80.5,9019114
2026-02-24T12:26:34.101+01:00,1771932394101,0,28:56:2F:63:C7:30,R,96,90,407.7,-76.7,9019672
2026-02-24T12:26:34.701+01:00,1771932394701,0,28:56:2F:63:C7:30,R,96,94,433.0,-81.0,9020272
2026-02-24T12:26:36.393+01:00,1771932396393,0,28:56:2F:63:C7:30,R,96,98,562.1,-77.2,9021385
