iso_time,rx_ms,station_id,src_mac,type,fields
2026-02-24T11:41:27.191+01:00,1771929687191,0,28:56:2F:63:C7:40,R,"10,151,520.8,-89.1,6096322"
2026-02-24T11:41:27.532+01:00,1771929687532,0,28:56:2F:63:C5:48,R,"90,94,456.5,-81.3,5669467"
2026-02-24T11:41:27.739+01:00,1771929687739,0,28:56:2F:63:C5:48,C,"90,0,2,-7.40,2.22,-5.95,6.4,-0.4,8.5,5669674,207,5,70"
2026-02-24T11:41:28.015+01:00,1771929688015,0,28:56:2F:63:C5:18,R,"98,245,236.5,-75.1,5842017"
2026-02-24T11:41:28.182+01:00,1771929688182,0,28:56:2F:63:C5:18,H,"98,10137,5,5842185"
2026-02-24T11:41:28.476+01:00,1771929688476,0,28:56:2F:63:C5:18,R,"98,90,624.5,-86.7,5842478"
2026-02-24T11:41:28.555+01:00,1771929688555,0,28:56:2F:63:C5:20,C,"94,3,3,0.21,3.80,-9.04,0.3,-0.2,0.1,5565137,3592,5,72"
2026-02-24T11:41:28.645+01:00,1771929688645,0,28:56:2F:63:C5:48,R,"90,10,522.7,-81.7,5670217"
2026-02-24T11:41:28.657+01:00,1771929688657,0,28:56:2F:63:C7:40,R,"10,96,225.2,-73.3,6097300"
2026-02-24T11:41:28.803+01:00,1771929688803,0,28:56:2F:63:C7:30,C,"96,3,3,5.01,-4.07,-7.55,-6.8,-2.5,-5.7,6315547,784,9,73"
2026-02-24T11:41:28.885+01:00,1771929688885,0,28:56:2F:63:C5:18,C,"98,3,3,-0.14,-0.69,-9.68,3.1,8.8,-2.4,5842886,408,5,73"
2026-02-24T11:41:29.037+01:00,1771929689037,0,28:56:2F:63:C5:20,R,"94,245,449.9,-89.8,5566173"
2026-02-24T11:41:29.060+01:00,1771929689060,0,28:56:2F:63:C5:18,R,"98,10,454.2,-90.7,5843062"
2026-02-24T11:41:29.092+01:00,1771929689091,0,28:56:2F:63:C7:30,H,"96,11027,9,6316114"
2026-02-24T11:41:29.482+01:00,1771929689482,0,28:56:2F:63:C5:20,H,"94,9819,5,5566617"
2026-02-24T11:41:29.628+01:00,1771929689628,0,28:56:2F:63:C5:18,R,"98,94,216.8,-76.7,5843629"
2026-02-24T11:41:29.911+01:00,1771929689911,0,28:56:2F:63:C6:A8,H,"245,10725,7,6145649"
2026-02-24T11:41:30.365+01:00,1771929690365,0,28:56:2F:63:C5:20,R,"94,90,464.0,-83.3,5567499"
2026-02-24T11:41:30.727+01:00,1771929690727,0,28:56:2F:63:C5:18,R,"98,96,273.1,-83.6,5844191"
2026-02-24T11:41:30.774+01:00,1771929690774,0,28:56:2F:63:C5:20,C,"94,3,3,0.23,3.76,-9.04,-0.7,0.1,0.1,5567907,408,5,72"
2026-02-24T11:41:30.836+01:00,1771929690836,0,28:56:2F:63:C5:48,R,"90,96,603.8,-86.8,5672768"
2026-02-24T11:41:31.130+01:00,1771929691129,0,28:56:2F:63:C5:48,H,"90,9848,5,5673062"
2026-02-24T11:41:32.727+01:00,1771929692727,0,28:56:2F:63:C5:20,R,"94,96,251.0,-88.5,5569860"
2026-02-24T11:41:34.056+01:00,1771929694056,0,28:56:2F:63:C5:18,R,"98,96,273.1,-77.8,5848054"
2026-02-24T11:41:34.294+01:00,1771929694294,0,28:56:2F:63:C5:48,R,"90,98,625.9,-79.9,5676223"
2026-02-24T11:41:34.364+01:00,1771929694364,0,28:56:2F:63:C5:18,C,"98,3,3,1.48,-2.80,-9.28,16.7,-6.3,10.5,5848361,307,5,73"
2026-02-24T11:41:34.510+01:00,1771929694510,0,28:56:2F:63:C5:20,H,"94,9828,5,5571643"
2026-02-24T11:41:35.999+01:00,1771929695999,0,28:56:2F:63:C5:48,R,"90,10,551.8,-81.7,5677452"
2026-02-24T11:41:36.060+01:00,1771929696060,0,28:56:2F:63:C5:20,R,"94,96,251.0,-85.2,5572705"
2026-02-24T11:41:36.481+01:00,1771929696481,0,28:56:2F:63:C5:48,H,"90,9857,6,5678087"
2026-02-24T11:41:36.573+01:00,1771929696573,0,28:56:2F:63:C5:20,R,"94,10,249.1,-80.0,5573705"
2026-02-24T11:41:36.881+01:00,1771929696881,0,28:56:2F:63:C5:20,C,"94,3,3,0.36,3.63,-9.07,-0.3,-0.4,-0.2,5574012,307,5,72"
2026-02-24T11:41:36.900+01:00,1771929696900,0,28:56:2F:63:C5:18,R,"98,94,218.6,-71.0,5850363"
2026-02-24T11:41:36.986+01:00,1771929696986,0,28:56:2F:63:C5:48,C,"90,2,2,-5.14,1.61,-7.87,-1.8,8.5,0.7,5678915,308,6,70"
2026-02-24T11:41:37.829+01:00,1771929697829,0,28:56:2F:63:C7:40,H,"10,10372,7,6106693"
2026-02-24T11:41:38.057+01:00,1771929698057,0,28:56:2F:63:C5:18,R,"98,90,623.1,-84.4,5852054"
2026-02-24T11:41:38.218+01:00,1771929698218,0,28:56:2F:63:C7:40,C,"10,0,2,0.50,2.17,-9.38,4.0,-8.7,-0.1,6107343,340,7,70"
2026-02-24T11:41:38.245+01:00,1771929698245,0,28:56:2F:63:C5:18,H,"98,10155,6,5852242"
2026-02-24T11:41:38.631+01:00,1771929698631,0,28:56:2F:63:C5:18,R,"98,10,454.2,-86.9,5852627"
2026-02-24T11:41:38.979+01:00,1771929698979,0,28:56:2F:63:C5:20,R,"94,90,470.1,-82.7,5576110"
2026-02-24T11:41:39.166+01:00,1771929699166,0,28:56:2F:63:C5:18,R,"98,94,219.1,-66.6,5853163"
2026-02-24T11:41:39.342+01:00,1771929699342,0,28:56:2F:63:C7:30,R,"96,151,483.3,-82.9,6325887"
2026-02-24T11:41:39.344+01:00,1771929699344,0,28:56:2F:63:C7:30,H,"96,11044,8,6326200"
2026-02-24T11:41:39.588+01:00,1771929699588,0,28:56:2F:63:C7:40,R,"10,90,563.7,-82.8,6108180"
2026-02-24T11:41:39.746+01:00,1771929699746,0,28:56:2F:63:C5:18,R,"98,96,273.1,-79.4,5853742"
2026-02-24T11:41:40.341+01:00,1771929700341,0,28:56:2F:63:C5:18,R,"98,245,223.3,-74.4,5854337"
2026-02-24T11:41:40.508+01:00,1771929700508,0,28:56:2F:63:C6:A8,H,"245,10742,7,6155779"
2026-02-24T11:41:40.627+01:00,1771929700627,0,28:56:2F:63:C5:20,R,"94,96,251.0,-88.0,5577757"
2026-02-24T11:41:40.919+01:00,1771929700919,0,28:56:2F:63:C5:18,R,"98,90,615.6,-81.3,5854913"
2026-02-24T11:41:41.103+01:00,1771929701103,0,28:56:2F:63:C7:40,C,"10,0,2,-0.01,3.05,-9.45,-1.0,2.0,3.4,6110224,307,7,70"
2026-02-24T11:41:41.343+01:00,1771929701343,0,28:56:2F:63:C7:40,R,"10,90,550.8,-81.5,6110465"
2026-02-24T11:41:43.036+01:00,1771929703036,0,28:56:2F:63:C7:40,R,"10,98,457.4,-87.0,6111639"
2026-02-24T11:41:43.182+01:00,1771929703182,0,28:56:2F:63:C5:18,R,"98,96,273.1,-89.7,5856635"
2026-02-24T11:41:43.188+01:00,1771929703188,0,28:56:2F:63:C5:18,C,"98,3,3,-0.03,-1.53,-9.45,-1.5,-3.7,1.8,5856742,107,6,73"
2026-02-24T11:41:43.195+01:00,1771929703195,0,28:56:2F:63:C5:20,C,"94,3,3,0.41,3.43,-9.18,-0.9,-0.3,-0.7,5579920,707,5,72"
2026-02-24T11:41:43.409+01:00,1771929703409,0,28:56:2F:63:C6:A8,R,"245,94,427.0,-91.9,6158659"
2026-02-24T11:41:43.763+01:00,1771929703763,0,28:56:2F:63:C5:18,R,"98,90,608.1,-85.8,5857756"
2026-02-24T11:41:45.063+01:00,1771929705063,0,28:56:2F:63:C7:30,R,"96,98,273.5,-82.8,6331635"
2026-02-24T11:41:45.266+01:00,1771929705266,0,28:56:2F:63:C5:18,R,"98,94,219.1,-71.0,5859258"
2026-02-24T11:41:45.326+01:00,1771929705326,0,28:56:2F:63:C6:A8,C,"245,0,2,-3.67,2.90,-7.76,-7.8,22.5,-7.0,6160514,1855,7,72"
2026-02-24T11:41:45.330+01:00,1771929705330,0,28:56:2F:63:C6:A8,H,"245,10751,7,6160814"
2026-02-24T11:41:45.474+01:00,1771929705474,0,28:56:2F:63:C5:18,C,"98,3,3,-0.93,-1.03,-9.69,4.2,4.1,-0.9,5859465,207,6,73"
2026-02-24T11:41:45.848+01:00,1771929705848,0,28:56:2F:63:C5:18,R,"98,96,273.1,-83.7,5859839"
2026-02-24T11:41:45.854+01:00,1771929705854,0,28:56:2F:63:C7:30,C,"96,3,3,4.36,-4.95,-7.51,3.7,-8.2,-3.8,6332864,111,7,73"
2026-02-24T11:41:46.040+01:00,1771929706040,0,28:56:2F:63:C5:20,R,"94,96,251.0,-83.9,5582684"
2026-02-24T11:41:46.045+01:00,1771929706045,0,28:56:2F:63:C5:20,C,"94,3,2,0.31,3.39,-9.23,-0.6,-1.2,2.0,5582791,107,4,72"
2026-02-24T11:41:46.255+01:00,1771929706255,0,28:56:2F:63:C5:48,H,"90,9875,6,5688147"
2026-02-24T11:41:46.271+01:00,1771929706271,0,28:56:2F:63:C7:30,R,"96,94,251.9,-86.8,6333283"
2026-02-24T11:41:46.574+01:00,1771929706574,0,28:56:2F:63:C7:40,R,"10,151,521.3,-86.0,6115693"
2026-02-24T11:41:46.701+01:00,1771929706701,0,28:56:2F:63:C5:20,R,"94,10,239.3,-72.7,5583827"
2026-02-24T11:41:46.907+01:00,1771929706907,0,28:56:2F:63:C7:40,C,"10,0,2,-1.98,1.41,-10.01,-20.2,29.1,-33.2,6116024,331,7,70"
2026-02-24T11:41:47.088+01:00,1771929707088,0,28:56:2F:63:C7:40,R,"10,90,547.1,-83.3,6116207"
2026-02-24T11:41:47.248+01:00,1771929707248,0,28:56:2F:63:C5:20,R,"94,90,467.8,-81.4,5584375"
2026-02-24T11:41:48.137+01:00,1771929708137,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-71.7,6163866"
2026-02-24T11:41:48.422+01:00,1771929708422,0,28:56:2F:63:C5:20,R,"94,98,220.0,-73.9,5585548"
2026-02-24T11:41:48.474+01:00,1771929708474,0,28:56:2F:63:C5:48,R,"90,94,468.7,-80.3,5689882"
2026-02-24T11:41:49.548+01:00,1771929709548,0,28:56:2F:63:C7:40,R,"10,54,531.6,-85.6,6118061"
2026-02-24T11:41:49.550+01:00,1771929709550,0,28:56:2F:63:C7:40,R,"10,94,224.7,-73.7,6118668"
2026-02-24T11:41:49.601+01:00,1771929709601,0,28:56:2F:63:C5:48,C,"90,0,2,-3.16,3.20,-8.55,0.9,-1.1,-2.1,5691176,1294,6,70"
2026-02-24T11:41:50.133+01:00,1771929710133,0,28:56:2F:63:C5:20,R,"94,90,467.8,-77.3,5586577"
2026-02-24T11:41:50.135+01:00,1771929710135,0,28:56:2F:63:C5:20,H,"94,9855,5,5586716"
2026-02-24T11:41:50.137+01:00,1771929710137,0,28:56:2F:63:C5:20,R,"94,96,251.0,-88.1,5587259"
2026-02-24T11:41:50.155+01:00,1771929710155,0,28:56:2F:63:C7:40,R,"10,98,444.3,-88.9,6119273"
2026-02-24T11:41:50.377+01:00,1771929710377,0,28:56:2F:63:C5:18,R,"98,94,223.3,-72.8,5863877"
2026-02-24T11:41:50.560+01:00,1771929710560,0,28:56:2F:63:C7:40,R,"10,151,521.3,-83.2,6119678"
2026-02-24T11:41:51.131+01:00,1771929711131,0,28:56:2F:63:C7:40,R,"10,90,535.3,-83.6,6120249"
2026-02-24T11:41:51.181+01:00,1771929711181,0,28:56:2F:63:C5:20,R,"94,98,220.0,-73.1,5587747"
2026-02-24T11:41:51.184+01:00,1771929711184,0,28:56:2F:63:C5:20,R,"94,10,239.3,-81.2,5588307"
2026-02-24T11:41:51.290+01:00,1771929711290,0,28:56:2F:63:C5:20,C,"94,3,2,0.38,3.29,-9.21,-0.2,0.1,-0.2,5588414,107,5,72"
2026-02-24T11:41:51.869+01:00,1771929711869,0,28:56:2F:63:C5:20,R,"94,90,474.3,-76.4,5588992"
2026-02-24T11:41:52.829+01:00,1771929712829,0,28:56:2F:63:C7:40,R,"10,54,514.7,-88.3,6121409"
2026-02-24T11:41:52.834+01:00,1771929712834,0,28:56:2F:63:C7:40,H,"10,10398,7,6121801"
2026-02-24T11:41:52.870+01:00,1771929712870,0,28:56:2F:63:C5:20,R,"94,96,246.8,-85.7,5589466"
2026-02-24T11:41:53.592+01:00,1771929713592,0,28:56:2F:63:C5:20,R,"94,10,239.3,-75.4,5590714"
2026-02-24T11:41:54.003+01:00,1771929714003,0,28:56:2F:63:C7:40,R,"10,98,442.0,-86.3,6122535"
2026-02-24T11:41:54.009+01:00,1771929714009,0,28:56:2F:63:C7:40,R,"10,151,521.3,-87.4,6123118"
2026-02-24T11:41:54.066+01:00,1771929714066,0,28:56:2F:63:C5:20,R,"94,245,488.9,-87.6,5591188"
2026-02-24T11:41:54.322+01:00,1771929714322,0,28:56:2F:63:C5:18,R,"98,96,289.0,-88.4,5867686"
2026-02-24T11:41:54.329+01:00,1771929714329,0,28:56:2F:63:C5:18,C,"98,3,3,0.41,-1.55,-9.52,2.1,-0.5,2.2,5867994,308,5,73"
2026-02-24T11:41:54.334+01:00,1771929714334,0,28:56:2F:63:C5:18,R,"98,90,608.1,-83.4,5868310"
2026-02-24T11:41:54.503+01:00,1771929714503,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-69.4,6170227"
2026-02-24T11:41:54.810+01:00,1771929714810,0,28:56:2F:63:C5:18,R,"98,10,451.3,-89.7,5868798"
2026-02-24T11:41:55.046+01:00,1771929715046,0,28:56:2F:63:C5:20,R,"94,96,254.8,-85.1,5592166"
2026-02-24T11:41:55.059+01:00,1771929715059,0,28:56:2F:63:C6:A8,R,"245,90,872.2,-85.9,6170782"
2026-02-24T11:41:55.128+01:00,1771929715128,0,28:56:2F:63:C7:40,R,"10,90,535.3,-85.0,6123712"
2026-02-24T11:41:55.496+01:00,1771929715496,0,28:56:2F:63:C7:30,R,"96,98,283.9,-85.3,6341977"
2026-02-24T11:41:55.564+01:00,1771929715564,0,28:56:2F:63:C5:20,R,"94,98,223.8,-75.6,5592684"
2026-02-24T11:41:55.740+01:00,1771929715740,0,28:56:2F:63:C7:40,R,"10,54,497.8,-87.9,6124855"
2026-02-24T11:41:55.935+01:00,1771929715935,0,28:56:2F:63:C5:18,R,"98,94,223.8,-72.3,5869377"
2026-02-24T11:41:55.970+01:00,1771929715970,0,28:56:2F:63:C5:48,R,"90,10,552.2,-83.0,5697344"
2026-02-24T11:41:56.137+01:00,1771929716137,0,28:56:2F:63:C5:20,R,"94,10,226.6,-70.1,5593258"
2026-02-24T11:41:56.215+01:00,1771929716215,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-68.5,6171939"
2026-02-24T11:41:56.289+01:00,1771929716289,0,28:56:2F:63:C5:48,H,"90,9892,5,5698207"
2026-02-24T11:41:56.525+01:00,1771929716525,0,28:56:2F:63:C6:A8,C,"245,3,2,-0.68,3.41,-9.13,-0.4,-1.0,-2.0,6172246,307,4,72"
2026-02-24T11:41:57.072+01:00,1771929717072,0,28:56:2F:63:C5:18,R,"98,245,228.0,-72.8,5870629"
2026-02-24T11:41:57.079+01:00,1771929717079,0,28:56:2F:63:C5:18,C,"98,3,3,0.23,-1.40,-9.17,-1.2,-2.9,7.7,5870837,208,5,73"
2026-02-24T11:41:57.114+01:00,1771929717114,0,28:56:2F:63:C5:48,R,"90,96,624.9,-87.7,5698459"
