iso_time,rx_ms,station_id,src_mac,type,node,nbr,hellos,range_pct,dist_cm,rssi_dbm,is_stale,stale_ms,extra...
2026-02-24T12:10:25.987+01:00,1771931425987,0,28:56:2F:63:C7:40,N,10,151,1,0,0.0,-100.0,1,4294967295
