iso_time,rx_ms,station_id,src_mac,type,node,nbr,hellos,range_pct,dist_cm,rssi_dbm,is_stale,stale_ms,extra...
2026-02-24T12:23:32.548+01:00,1771932212548,0,28:56:2F:63:C6:A8,N,245,98,252,88,565.8,-69.6,0,100
