iso_time,rx_ms,station_id,src_mac,type,from,to,dist_cm,rssi_dbm,node_ts,extra...
2026-02-24T12:46:43.110+01:00,1771933603110,0,28:56:2F:63:C7:30,R,96,245,236.0,-80.5,10228021
2026-02-24T12:46:53.210+01:00,1771933613210,0,28:56:2F:63:C7:30,R,96,3,396.7,-77.9,10237593
2026-02-24T12:46:53.689+01:00,1771933613689,0,28:56:2F:63:C7:30,R,96,90,381.4,-78.0,10238595
2026-02-24T12:46:55.903+01:00,1771933615903,0,28:56:2F:63:C7:30,R,96,90,381.4,-77.1,10240807
2026-02-24T12:47:03.184+01:00,1771933623184,0,28:56:2F:63:C7:30,R,96,3,335.7,-71.2,10247626
2026-02-24T12:47:03.860+01:00,1771933623860,0,28:56:2F:63:C7:30,R,96,94,244.9,-64.3,10248758
2026-02-24T12:47:11.553+01:00,1771933631552,0,28:56:2F:63:C7:30,R,96,90,363.1,-84.3,10255920
2026-02-24T12:47:14.304+01:00,1771933634304,0,28:56:2F:63:C7:30,R,96,3,335.5,-71.1,10259196
2026-02-24T12:47:15.546+01:00,1771933635546,0,28:56:2F:63:C7:30,R,96,94,238.3,-70.0,10260438
2026-02-24T12:47:16.540+01:00,1771933636540,0,28:56:2F:63:C7:30,R,96,98,607.1,-85.7,10260931
2026-02-24T12:47:17.740+01:00,1771933637740,0,28:56:2F:63:C7:30,R,96,3,330.3,-85.1,10262632
2026-02-24T12:47:18.124+01:00,1771933638124,0,28:56:2F:63:C7:30,R,96,245,256.6,-83.6,10263015
2026-02-24T12:47:18.730+01:00,1771933638730,0,28:56:2F:63:C7:30,R,96,94,238.3,-71.9,10263621
2026-02-24T12:47:43.235+01:00,1771933663235,0,28:56:2F:63:C7:30,R,96,43,472.9,-78.4,10288112
2026-02-24T12:47:43.802+01:00,1771933663802,0,28:56:2F:63:C7:30,R,96,3,330.3,-89.3,10288677
2026-02-24T12:47:47.855+01:00,1771933667855,0,28:56:2F:63:C7:30,R,96,3,330.3,-76.3,10292128
2026-02-24T12:47:47.865+01:00,1771933667865,0,28:56:2F:63:C7:30,R,96,245,253.4,-71.3,10292728
2026-02-24T12:48:00.021+01:00,1771933680021,0,28:56:2F:63:C7:30,R,96,98,599.1,-70.9,10304441
2026-02-24T12:48:00.597+01:00,1771933680597,0,28:56:2F:63:C7:30,R,96,3,330.3,-77.0,10305463
2026-02-24T12:48:02.741+01:00,1771933682741,0,28:56:2F:63:C7:30,R,96,94,251.5,-70.5,10307104
2026-02-24T12:48:03.939+01:00,1771933683939,0,28:56:2F:63:C7:30,R,96,90,377.7,-81.4,10308264
2026-02-24T12:48:05.099+01:00,1771933685099,0,28:56:2F:63:C7:30,R,96,245,253.4,-72.0,10309390
2026-02-24T12:48:05.102+01:00,1771933685101,0,28:56:2F:63:C7:30,R,96,43,463.1,-75.2,10309963
2026-02-24T12:48:05.692+01:00,1771933685692,0,28:56:2F:63:C7:30,R,96,94,251.5,-75.0,10310555
2026-02-24T12:48:07.196+01:00,1771933687196,0,28:56:2F:63:C7:30,R,96,3,330.3,-72.4,10312058
2026-02-24T12:48:07.768+01:00,1771933687768,0,28:56:2F:63:C7:30,R,96,245,253.4,-71.8,10312629
2026-02-24T12:48:08.442+01:00,1771933688442,0,28:56:2F:63:C7:30,R,96,43,463.1,-72.1,10313302
2026-02-24T12:48:08.930+01:00,1771933688930,0,28:56:2F:63:C7:30,R,96,94,247.7,-70.9,10313789
2026-02-24T12:48:09.647+01:00,1771933689647,0,28:56:2F:63:C7:30,R,96,98,599.1,-80.0,10314507
2026-02-24T12:48:10.724+01:00,1771933690724,0,28:56:2F:63:C7:30,R,96,3,330.3,-83.9,10315583
2026-02-24T12:48:11.391+01:00,1771933691391,0,28:56:2F:63:C7:30,R,96,245,253.4,-77.6,10316249
2026-02-24T12:48:30.166+01:00,1771933710166,0,28:56:2F:63:C7:30,R,96,90,367.4,-86.2,10334535
2026-02-24T12:48:30.837+01:00,1771933710837,0,28:56:2F:63:C7:30,R,96,245,255.2,-73.7,10335685
2026-02-24T12:48:31.411+01:00,1771933711411,0,28:56:2F:63:C7:30,R,96,43,465.0,-80.4,10336259
2026-02-24T12:48:31.885+01:00,1771933711885,0,28:56:2F:63:C7:30,R,96,94,257.6,-75.5,10336732
2026-02-24T12:48:33.035+01:00,1771933713035,0,28:56:2F:63:C7:30,R,96,90,367.4,-88.0,10337881
2026-02-24T12:49:23.444+01:00,1771933763444,0,28:56:2F:63:C7:30,R,96,94,248.7,-73.7,10387737
2026-02-24T12:49:25.737+01:00,1771933765737,0,28:56:2F:63:C7:30,R,96,10,837.9,-93.6,10390074
2026-02-24T12:52:06.744+01:00,1771933926744,0,28:56:2F:63:C7:30,R,96,245,187.7,-69.9,10550766
2026-02-24T12:52:07.113+01:00,1771933927113,0,28:56:2F:63:C7:30,R,96,98,363.1,-70.5,10551840
2026-02-24T12:52:08.233+01:00,1771933928233,0,28:56:2F:63:C7:30,R,96,245,188.1,-71.2,10552960
2026-02-24T12:52:09.341+01:00,1771933929341,0,28:56:2F:63:C7:30,R,96,43,507.2,-84.4,10553555
2026-02-24T12:52:10.528+01:00,1771933930528,0,28:56:2F:63:C7:30,R,96,98,363.1,-80.2,10554720
2026-02-24T12:52:19.918+01:00,1771933939918,0,28:56:2F:63:C7:30,R,96,90,377.2,-81.2,10564130
2026-02-24T12:52:21.666+01:00,1771933941666,0,28:56:2F:63:C7:30,R,96,98,363.1,-76.9,10566384
2026-02-24T12:52:24.547+01:00,1771933944547,0,28:56:2F:63:C7:30,R,96,90,377.2,-80.5,10569263
