iso_time,rx_ms,station_id,src_mac,type,node,nbr,hellos,range_pct,dist_cm,rssi_dbm,is_stale,stale_ms,extra...
2026-02-24T12:50:48.053+01:00,1771933848053,0,28:56:2F:63:C5:20,N,94,96,203,82,232.7,-76.0,1,10275
2026-02-24T12:52:13.676+01:00,1771933933676,0,28:56:2F:63:C5:20,N,94,43,7,60,301.2,-82.2,0,7968
2026-02-24T12:54:34.735+01:00,1771934074735,0,28:56:2F:63:C5:20,N,94,96,25,78,569.1,-85.7,0,4891
2026-02-24T12:59:31.920+01:00,1771934371920,0,28:56:2F:63:C5:20,N,94,96,96,73,685.9,-85.3,0,1805
2026-02-24T13:04:54.515+01:00,1771934694515,0,28:56:2F:63:C5:20,N,94,90,123,84,121.5,-87.4,0,103
2026-02-24T13:09:25.862+01:00,1771934965862,0,28:56:2F:63:C5:20,N,94,90,11,51,495.9,-87.3,0,1091
2026-02-24T13:09:35.963+01:00,1771934975963,0,28:56:2F:63:C5:20,N,94,151,16,66,892.4,-86.0,1,10197
2026-02-24T13:11:17.390+01:00,1771935077390,0,28:56:2F:63:C5:20,N,94,245,20,63,345.8,-86.9,0,100
2026-02-24T13:11:22.517+01:00,1771935082517,0,28:56:2F:63:C5:20,N,94,43,247,77,148.3,-66.8,0,3407
2026-02-24T13:14:08.708+01:00,1771935248708,0,28:56:2F:63:C5:20,N,94,10,67,77,677.0,-86.2,0,105
2026-02-24T13:14:33.925+01:00,1771935273925,0,28:56:2F:63:C5:20,N,94,98,4,66,33.5,-65.2,0,1230
2026-02-24T13:15:49.686+01:00,1771935349686,0,28:56:2F:63:C5:20,N,94,151,44,92,13.6,-48.2,0,626
2026-02-24T13:15:54.708+01:00,1771935354708,0,28:56:2F:63:C5:20,N,94,3,17,84,1386.4,-62.6,0,2868
2026-02-24T13:17:41.127+01:00,1771935461127,0,28:56:2F:63:C5:20,N,94,90,46,76,786.8,-60.6,0,6919
2026-02-24T13:18:01.020+01:00,1771935481020,0,28:56:2F:63:C5:20,N,94,90,50,76,786.8,-60.2,0,102
2026-02-24T13:18:46.892+01:00,1771935526892,0,28:56:2F:63:C5:20,N,94,245,80,83,845.9,-55.1,0,1649
2026-02-24T13:20:07.193+01:00,1771935607193,0,28:56:2F:63:C5:20,N,94,245,101,84,845.9,-55.6,0,673
2026-02-24T13:20:12.231+01:00,1771935612231,0,28:56:2F:63:C5:20,N,94,98,86,80,48.8,-73.8,0,6810
2026-02-24T13:20:48.050+01:00,1771935648050,0,28:56:2F:63:C5:20,N,94,245,111,85,845.9,-54.3,0,610
2026-02-24T13:26:20.990+01:00,1771935980990,0,28:56:2F:63:C5:20,N,94,43,171,79,46.0,-48.6,0,8028
2026-02-24T13:27:41.785+01:00,1771936061785,0,28:56:2F:63:C5:20,N,94,98,199,83,21.1,-55.7,0,2405
