iso_time,rx_ms,station_id,src_mac,type,fields
2026-02-24T11:59:15.040+01:00,1771930755040,0,28:56:2F:63:C6:A8,R,"245,94,399.7,-91.6,7210190"
2026-02-24T11:59:16.188+01:00,1771930756188,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-79.7,7210779"
2026-02-24T11:59:16.190+01:00,1771930756190,0,28:56:2F:63:C6:A8,R,"245,90,608.5,-85.5,7211340"
2026-02-24T11:59:16.498+01:00,1771930756498,0,28:56:2F:63:C6:A8,C,"245,2,2,-2.49,5.25,-8.11,-5.2,12.5,-3.8,7211648,308,3,72"
2026-02-24T11:59:17.331+01:00,1771930757331,0,28:56:2F:63:C6:A8,R,"245,94,398.6,-88.6,7211936"
2026-02-24T11:59:17.334+01:00,1771930757334,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-77.0,7212483"
2026-02-24T11:59:17.547+01:00,1771930757547,0,28:56:2F:63:C5:48,H,"90,11711,5,6738758"
2026-02-24T11:59:17.908+01:00,1771930757908,0,28:56:2F:63:C6:A8,R,"245,90,607.1,-86.8,7213058"
2026-02-24T11:59:19.250+01:00,1771930759250,0,28:56:2F:63:C7:30,R,"96,90,488.4,-88.7,7385710"
2026-02-24T11:59:19.370+01:00,1771930759370,0,28:56:2F:63:C6:A8,C,"245,3,2,-1.86,4.56,-8.35,3.1,-12.9,4.5,7214519,308,3,72"
2026-02-24T11:59:19.822+01:00,1771930759822,0,28:56:2F:63:C5:18,C,"98,3,3,2.14,-0.82,-9.78,0.1,2.4,10.3,6912845,5905,5,73"
2026-02-24T11:59:19.909+01:00,1771930759909,0,28:56:2F:63:C5:18,H,"98,11944,5,6913312"
2026-02-24T11:59:20.085+01:00,1771930760085,0,28:56:2F:63:C6:A8,H,"245,12544,3,7215236"
2026-02-24T11:59:20.095+01:00,1771930760095,0,28:56:2F:63:C5:20,R,"94,98,176.4,-77.9,6636640"
2026-02-24T11:59:20.190+01:00,1771930760190,0,28:56:2F:63:C7:30,R,"96,98,242.6,-78.4,7386649"
2026-02-24T11:59:20.260+01:00,1771930760260,0,28:56:2F:63:C5:20,H,"94,11717,4,6636806"
2026-02-24T11:59:20.870+01:00,1771930760870,0,28:56:2F:63:C6:A8,R,"245,94,396.0,-88.0,7216018"
2026-02-24T11:59:20.950+01:00,1771930760950,0,28:56:2F:63:C5:18,R,"98,90,555.5,-83.8,6914352"
2026-02-24T11:59:21.056+01:00,1771930761056,0,28:56:2F:63:C7:40,H,"10,12218,6,7169242"
2026-02-24T11:59:21.184+01:00,1771930761184,0,28:56:2F:63:C5:20,R,"94,10,530.6,-90.0,6637230"
2026-02-24T11:59:21.880+01:00,1771930761880,0,28:56:2F:63:C7:30,H,"96,12885,5,7388185"
2026-02-24T11:59:22.469+01:00,1771930762469,0,28:56:2F:63:C7:30,R,"96,54,452.3,-83.5,7388926"
2026-02-24T11:59:23.208+01:00,1771930763208,0,28:56:2F:63:C5:18,R,"98,96,245.4,-82.1,6916608"
2026-02-24T11:59:23.449+01:00,1771930763449,0,28:56:2F:63:C5:48,H,"90,11720,5,6743784"
2026-02-24T11:59:23.454+01:00,1771930763454,0,28:56:2F:63:C5:48,R,"90,98,491.2,-85.5,6744241"
2026-02-24T11:59:23.507+01:00,1771930763507,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-68.5,7218654"
2026-02-24T11:59:23.536+01:00,1771930763536,0,28:56:2F:63:C5:20,R,"94,10,517.0,-92.8,6639499"
2026-02-24T11:59:23.652+01:00,1771930763652,0,28:56:2F:63:C7:30,R,"96,10,271.2,-80.2,7390109"
2026-02-24T11:59:24.062+01:00,1771930764062,0,28:56:2F:63:C7:30,C,"96,3,3,4.22,-5.75,-7.16,-0.2,0.7,2.7,7390517,408,6,72"
2026-02-24T11:59:24.149+01:00,1771930764149,0,28:56:2F:63:C6:A8,R,"245,90,591.6,-88.0,7219296"
2026-02-24T11:59:24.188+01:00,1771930764188,0,28:56:2F:63:C7:30,R,"96,90,488.4,-87.2,7390645"
2026-02-24T11:59:24.711+01:00,1771930764711,0,28:56:2F:63:C6:A8,R,"245,94,397.2,-89.2,7219857"
2026-02-24T11:59:24.792+01:00,1771930764792,0,28:56:2F:63:C7:30,R,"96,151,557.4,-89.1,7391248"
2026-02-24T11:59:24.920+01:00,1771930764920,0,28:56:2F:63:C6:A8,C,"245,3,3,-2.34,5.32,-8.16,-0.8,9.1,0.9,7220064,207,3,72"
2026-02-24T11:59:25.105+01:00,1771930765104,0,28:56:2F:63:C6:A8,H,"245,12553,3,7220252"
2026-02-24T11:59:25.659+01:00,1771930765659,0,28:56:2F:63:C7:30,R,"96,54,452.3,-83.4,7391804"
2026-02-24T11:59:26.278+01:00,1771930766278,0,28:56:2F:63:C7:30,R,"96,90,488.4,-80.8,7392733"
2026-02-24T11:59:26.369+01:00,1771930766369,0,28:56:2F:63:C5:18,R,"98,94,168.0,-82.6,6918918"
2026-02-24T11:59:26.721+01:00,1771930766721,0,28:56:2F:63:C7:30,C,"96,3,3,4.69,-5.08,-7.19,-9.7,3.0,0.2,7393175,442,6,72"
2026-02-24T11:59:26.861+01:00,1771930766861,0,28:56:2F:63:C7:30,R,"96,98,242.6,-73.8,7393317"
2026-02-24T11:59:26.944+01:00,1771930766944,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-72.6,7222088"
2026-02-24T11:59:27.726+01:00,1771930767726,0,28:56:2F:63:C5:18,R,"98,94,175.9,-77.2,6921126"
2026-02-24T11:59:27.753+01:00,1771930767753,0,28:56:2F:63:C6:A8,C,"245,3,3,-2.73,5.07,-7.60,-3.2,-9.5,2.9,7222898,234,3,72"
2026-02-24T11:59:27.934+01:00,1771930767934,0,28:56:2F:63:C5:18,C,"98,3,3,2.40,-0.23,-9.67,-12.0,-6.4,-3.4,6921333,207,5,73"
2026-02-24T11:59:28.180+01:00,1771930768180,0,28:56:2F:63:C5:18,R,"98,96,245.4,-81.3,6921579"
2026-02-24T11:59:29.200+01:00,1771930769200,0,28:56:2F:63:C6:A8,R,"245,98,565.8,-71.9,7223796"
2026-02-24T11:59:29.333+01:00,1771930769333,0,28:56:2F:63:C5:18,R,"98,245,229.0,-72.8,6922202"
2026-02-24T11:59:29.802+01:00,1771930769802,0,28:56:2F:63:C7:30,C,"96,3,3,4.00,-5.48,-7.22,7.8,-3.5,1.7,7396091,1626,6,72"
2026-02-24T11:59:29.805+01:00,1771930769805,0,28:56:2F:63:C7:30,R,"96,54,454.6,-87.4,7396258"
2026-02-24T11:59:29.877+01:00,1771930769877,0,28:56:2F:63:C5:18,R,"98,10,565.4,-90.5,6923275"
2026-02-24T11:59:29.979+01:00,1771930769979,0,28:56:2F:63:C5:18,N,"98,94,0,88,175.9,-79.3,0,2252"
2026-02-24T11:59:30.319+01:00,1771930770319,0,28:56:2F:63:C6:A8,R,"245,94,394.6,-86.6,7224963"
2026-02-24T11:59:30.322+01:00,1771930770322,0,28:56:2F:63:C6:A8,H,"245,12562,3,7225268"
2026-02-24T11:59:30.373+01:00,1771930770373,0,28:56:2F:63:C7:30,R,"96,10,271.2,-80.2,7396827"
2026-02-24T11:59:30.476+01:00,1771930770476,0,28:56:2F:63:C6:A8,C,"245,3,3,-1.62,4.81,-7.98,-2.0,-2.3,0.3,7225619,107,3,72"
2026-02-24T11:59:30.799+01:00,1771930770799,0,28:56:2F:63:C5:48,R,"90,94,236.0,-61.2,6751593"
2026-02-24T11:59:30.802+01:00,1771930770802,0,28:56:2F:63:C5:48,C,"90,0,3,-1.88,-3.33,-8.77,-1.8,-3.7,-14.1,6752000,407,5,69"
2026-02-24T11:59:31.010+01:00,1771930771010,0,28:56:2F:63:C7:30,R,"96,90,458.9,-86.3,7397464"
2026-02-24T11:59:31.455+01:00,1771930771455,0,28:56:2F:63:C7:30,R,"96,94,200.3,-88.0,7397909"
2026-02-24T11:59:31.723+01:00,1771930771723,0,28:56:2F:63:C5:18,C,"98,3,3,0.78,0.40,-9.83,3.6,-11.1,-27.7,6924227,308,5,73"
