iso_time,rx_ms,station_id,src_mac,type,node,nbr,hellos,range_pct,dist_cm,rssi_dbm,is_stale,stale_ms,extra...
2026-02-24T11:42:26.706+01:00,1771929746706,0,28:56:2F:63:C5:48,N,90,96,50,63,631.0,-86.6,0,104
